beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,m_amp,m_mu,m_sigma,sse,peak,mid_mean,late_mean,jump_pct,tail_err,dip_err,loss
0.078,11,500.0,375.0,0.0035,62,0.08,0.1,0.01,44.0,4.0,3737.569103975035,105.74503486861133,99.55506977688272,90.0853064169032,4.446526425685726,48.2672498225263,443.43161961566705,9373.672540219433
0.08,10,525.0,375.0,0.0035,60,0.08,0.1,0.004,40.0,3.0,2459.5790632954377,106.40362733743987,105.72810475528733,93.67878826727375,4.561549761925887,1.3698917251867164,788.5058847208782,9373.737214456294
0.08,11,525.0,375.0,0.003,62,0.08,0.08,0.006,44.0,4.0,2714.5335278343546,106.15966319598816,103.05725279423932,93.00982780278073,4.561396869632572,4.349555463897806,716.5055104272955,9373.789921067002
0.078,11,525.0,400.0,0.003,60,0.07,0.08,0.004,46.0,6.0,3287.0282886043537,104.44834045129763,101.08715022041164,91.43230922934734,4.4066714284253905,19.875711010137806,565.2207567443783,9373.79863273579
0.078,10,500.0,400.0,0.003,62,0.07,0.1,0.004,46.0,4.0,2604.349655916233,105.15975894669519,103.71675371619172,94.0283813063292,4.406671428425701,0.009259426445782329,744.592022148853,9374.055769062667
0.079,10,550.0,375.0,0.0035,60,0.07,0.08,0.006,44.0,6.0,4096.031139361655,104.31168746986795,98.66025743975243,89.40886807198748,4.5040317992833145,61.917753496098015,342.2486734627908,9374.083646224844
0.08,11,525.0,375.0,0.003,62,0.08,0.08,0.004,44.0,6.0,2714.0407633971167,105.71031543361818,103.07298372127748,93.01248337100915,4.561396869628864,4.331023618014122,713.2521628595348,9374.51143092719
0.08,11,525.0,400.0,0.003,62,0.07,0.1,0.004,44.0,4.0,2579.3490082969597,105.56907828779812,103.9487070459497,93.57866450480003,4.520652702501038,1.0579725245048595,748.6896830418775,9374.607541170988
0.08,10,500.0,375.0,0.0035,62,0.07,0.08,0.006,44.0,4.0,2420.1763301795327,106.42653997888232,103.95018179413853,95.25931729731451,4.561549761925887,4.8754416361697235,785.4696665224232,9374.822919986178
0.078,11,550.0,400.0,0.0035,62,0.08,0.08,0.004,46.0,6.0,3462.53259883617,104.0420501214698,100.5256807002676,90.58432293277869,4.4068303182351,38.4679632364591,497.7802289576587,9374.834427631746
0.078,10,550.0,375.0,0.003,60,0.08,0.1,0.004,44.0,3.0,2895.8334855369094,104.71627605818621,103.61784240122051,91.65768693670721,4.446377438062865,21.321280645331687,653.1489916073804,9375.002101267935
0.08,10,525.0,375.0,0.0035,60,0.07,0.1,0.008,44.0,3.0,2882.4945023652904,106.13146879178645,102.78590541563872,92.38101040206736,4.561549761925887,8.739690827764388,679.7724698762438,9375.034417739842
0.079,10,525.0,400.0,0.0035,60,0.07,0.08,0.004,46.0,5.0,2939.854307678704,104.85514208936529,102.3415299813346,92.56774907566646,4.463816867475545,6.41606000778849,660.4551668680267,9375.161984721959
0.078,10,550.0,375.0,0.0035,62,0.07,0.08,0.008,44.0,5.0,4443.260683719226,104.09441081960259,97.44872443309882,89.18900491148344,4.446526425685726,66.2856884370236,263.5926798900035,9375.283560512653
0.078,11,550.0,375.0,0.0035,62,0.07,0.1,0.004,46.0,5.0,2882.1980335279377,104.95063561201923,102.43610242348807,92.65071048837498,4.446526425685726,6.156337839577505,671.1208299697978,9375.286863013323
0.078,11,525.0,400.0,0.0035,62,0.08,0.1,0.008,44.0,4.0,3854.7512023766744,104.64492723522953,99.55132078069055,89.39682195538694,4.406830318235411,68.48034095511184,385.24821916469,9375.312327883952
0.079,10,500.0,400.0,0.0035,60,0.08,0.1,0.004,44.0,6.0,3122.969702737106,104.83337927710568,102.31273809137639,91.10838422570478,4.463816867471815,29.180688241438336,592.9206711308979,9375.3623381637
0.08,10,500.0,400.0,0.0035,62,0.08,0.1,0.006,44.0,6.0,3629.043290480974,105.0710425899745,100.064604327946,89.96163931664704,4.5208157557121265,53.3863131834096,452.854728419703,9375.662154971738
0.08,10,525.0,400.0,0.0035,60,0.07,0.1,0.008,42.0,5.0,4467.058917463066,104.53063596756165,98.10312748994117,88.2120991405446,4.520815755717722,100.6584304883406,222.06764909125167,9375.785467888534
0.079,11,525.0,400.0,0.003,62,0.07,0.1,0.006,44.0,6.0,4017.9553168664693,104.47463838373942,98.81406891409067,89.42634693497536,4.463655896514918,63.36803519548715,355.59278250636424,9375.878329257723
0.078,11,525.0,400.0,0.003,62,0.07,0.1,0.006,46.0,3.0,2867.2914717745057,105.13534005722386,102.60492312745706,92.70191057374241,4.406671428425701,5.865050079232591,677.8604913879757,9375.916424668452
0.078,10,525.0,400.0,0.0035,60,0.07,0.1,0.004,46.0,4.0,2926.3369934754496,104.68774545346481,102.85302324043485,92.3667305890037,4.406830318235411,8.892855605181996,662.3044390454199,9376.219770647303
0.078,10,525.0,375.0,0.003,62,0.08,0.08,0.008,40.0,6.0,5004.89206758139,103.52886184013775,96.46722242808947,87.74641798086657,4.446377437333937,117.56126587178531,81.97410578257046,9376.24052056717
0.078,10,500.0,400.0,0.003,62,0.08,0.08,0.008,40.0,6.0,5029.720453765584,103.3746265031855,96.41573809165943,87.77858564369134,4.406671427696907,115.92092933046297,78.48685044885124,9376.340281982759
0.08,11,550.0,400.0,0.0035,62,0.08,0.1,0.004,44.0,5.0,3079.8354893133883,104.89799824913753,102.26497549731266,90.98108047497341,4.520815755717722,33.689771743064654,591.8348417002275,9376.47826022488
0.08,10,525.0,400.0,0.0035,62,0.08,0.1,0.01,42.0,4.0,4385.811362191064,104.79351481068882,98.23502194086844,88.07695981820251,4.520815755717722,111.65550461368846,223.1939350976269,9376.617305988224
0.08,10,525.0,375.0,0.003,62,0.08,0.1,0.006,44.0,4.0,2905.8801772461948,105.7682637989721,102.69341704825445,91.87281908297587,4.561396869632572,17.479813197447207,657.1209440667064,9376.729868493834
0.079,10,525.0,375.0,0.003,60,0.08,0.1,0.006,42.0,6.0,4102.052020393028,104.40141826373561,99.34107298093207,88.4229987780443,4.503880859800358,99.56332156708068,296.10401009477914,9376.782751627034
0.08,10,525.0,400.0,0.0035,60,0.08,0.1,0.004,42.0,3.0,2663.7317651126596,105.36729779053393,104.66262739628158,92.49582556964916,4.520815755717722,10.395847891345669,722.3662235566715,9376.880250540185
0.08,10,525.0,375.0,0.0035,60,0.07,0.1,0.01,44.0,3.0,3259.7219876531844,106.07938952818516,101.34751889468092,91.19472049630694,4.561549761925887,24.4871917024593,579.1132606704297,9376.900311706735
0.079,10,525.0,375.0,0.0035,60,0.07,0.1,0.006,44.0,6.0,3830.66399234801,104.782768642059,99.55267584202876,89.81022002097384,4.5040317992833145,52.40098464020018,414.32225846594355,9377.058501349935
0.08,10,500.0,400.0,0.0035,60,0.07,0.08,0.01,44.0,4.0,3906.8960019075034,105.59136011261832,99.00548977922817,90.08998228785256,4.520815755717722,43.964242588851874,415.8934959167881,9377.060020265295
0.079,11,500.0,375.0,0.0035,62,0.07,0.1,0.004,44.0,6.0,2504.8034410431565,105.85301062078196,103.84040408315134,94.5151713054743,4.5040317992851575,0.6777568144180975,768.3456117736959,9377.130251536497
0.079,10,500.0,400.0,0.003,62,0.07,0.08,0.006,46.0,5.0,3207.7300458759523,105.17199055900247,100.778507522921,92.18069617978632,4.463655896520535,9.414985410212498,598.9354229151281,9377.275356243666
0.078,11,550.0,400.0,0.003,62,0.07,0.1,0.01,44.0,3.0,4070.2981393707523,104.28712626324355,98.87271337796442,89.21419186734971,4.406671428425701,70.21400543191137,337.1749102665628,9377.31405329494
0.08,11,550.0,375.0,0.003,62,0.07,0.1,0.006,44.0,3.0,2660.3099072958476,105.91036764405825,103.5334052913606,93.15402772215093,4.561396869632572,3.111738534608961,730.4080532344807,9377.410727818247
0.079,11,550.0,375.0,0.0035,60,0.07,0.08,0.006,44.0,6.0,3951.051165538149,104.71798027756806,99.00366684803856,89.69439206427734,4.5040317992833145,54.59450040581509,384.2689583304293,9377.512120466381
0.08,10,500.0,400.0,0.003,62,0.08,0.1,0.008,44.0,4.0,3443.5322720474833,105.5559792750243,100.73000891737517,90.33972987180972,4.520652702501038,45.23588857869855,506.75138137294044,9377.527983038615
0.08,10,550.0,375.0,0.0035,60,0.08,0.08,0.006,44.0,4.0,3184.40239450743,105.31616030641062,101.8291946034041,90.95766711382542,4.561549761925887,31.972576820809284,577.9178788539574,9377.648312364974
0.079,10,525.0,375.0,0.0035,62,0.08,0.08,0.01,44.0,4.0,3975.455108209678,105.2921513935067,98.75096669616563,89.71787510332076,4.504031799288888,56.55253139594603,380.2096532035659,9377.693493498142
0.079,11,550.0,375.0,0.0035,60,0.08,0.08,0.006,44.0,3.0,2825.889637065702,105.57805297792414,103.21862921866109,92.22237307662856,4.504031799288888,12.21202782072805,682.4150731363385,9377.701462499886
0.079,10,550.0,400.0,0.0035,62,0.07,0.1,0.008,44.0,4.0,4121.472147401525,104.16454290488872,98.70296857367481,89.14062565718882,4.463816867475545,72.05190328189207,323.0861109772051,9377.788581890925
0.079,11,525.0,375.0,0.003,62,0.07,0.1,0.008,42.0,6.0,4672.56094951579,104.66797699835917,97.10655043661566,88.32341026430979,4.50388085978084,94.80745408113984,185.79010616819087,9377.838936756398
0.079,10,500.0,400.0,0.0035,60,0.08,0.08,0.006,44.0,6.0,3843.3879590969586,104.6399038363612,99.52822199715342,89.65457966111192,4.46381686746995,58.88316637246896,401.4670600394676,9378.044711848946
0.08,10,550.0,400.0,0.003,62,0.07,0.08,0.01,42.0,4.0,4702.7534044691065,104.23375236068014,97.08779554603991,88.21153444701508,4.520652702501038,99.54354115831148,170.11854096468124,9378.061068082026
0.08,11,550.0,375.0,0.003,60,0.08,0.1,0.01,42.0,3.0,3738.7763498852955,105.58345338543131,100.523609846651,88.8727055680626,4.561396869632572,87.7017162946836,394.7901140817823,9378.132342686109
0.08,10,550.0,400.0,0.003,62,0.08,0.08,0.01,40.0,4.0,4819.136639098807,104.00140673701851,97.1487319514619,87.41157804836,4.520652702501038,135.7694611180493,98.61453763513481,9378.1551210311
0.078,10,550.0,375.0,0.0035,62,0.08,0.08,0.006,46.0,4.0,3245.5195188749185,104.71356867241599,101.1215179230751,91.40746801274003,4.446526425685726,22.53023991193457,571.0011636855867,9378.174320129718
0.08,10,500.0,375.0,0.0035,62,0.07,0.08,0.008,44.0,3.0,2421.2695357902976,106.71263515462233,103.94623276836032,95.25607980678232,4.561549761925887,4.851423194813782,787.867377245447,9378.271110164253
0.08,11,525.0,375.0,0.0035,62,0.07,0.1,0.008,44.0,3.0,2648.8758704457814,106.52266669227271,103.2892578036674,93.54369011935431,4.561549761925887,0.9072142291515557,740.2595394586186,9378.335085937142
0.079,11,550.0,400.0,0.0035,60,0.08,0.08,0.004,44.0,6.0,3528.1539777676066,104.24089874625442,100.80086045502557,89.9232829004521,4.463816867471815,55.11110250844567,467.572543531264,9378.437347257715
0.08,10,550.0,375.0,0.003,62,0.08,0.1,0.006,44.0,4.0,3210.2788934037844,105.22387474489898,101.71958042104873,90.6719598935092,4.561396869632572,39.630389670383444,559.8502757488689,9378.606132930223
0.08,10,550.0,375.0,0.003,62,0.08,0.1,0.004,44.0,6.0,3207.568294060426,104.80888733656397,101.73511277452846,90.674547334251,4.561396869628864,39.5758720344146,556.7667632332583,9378.652718855039
0.08,10,550.0,375.0,0.003,62,0.07,0.08,0.004,44.0,3.0,2401.30698641652,105.57068437782576,104.64824555749303,94.82076005092661,4.561396869632572,1.4528941783707234,789.3621945913201,9378.717655775046
0.078,10,525.0,400.0,0.003,62,0.08,0.1,0.006,42.0,6.0,4461.536936868066,103.39748180848689,98.13286422840045,88.0438739762328,4.406671428367281,112.2503912530859,196.543540647419,9378.725924710665
0.078,10,525.0,400.0,0.003,62,0.08,0.08,0.01,42.0,4.0,4705.704911018743,103.86485409045734,97.22438202353507,88.0765480316696,4.406671428425701,107.39585334395056,157.86816719187243,9378.788173306868
0.078,11,500.0,400.0,0.0035,60,0.08,0.1,0.01,42.0,4.0,4382.1522261183045,104.78663661261571,98.49593537586365,88.11298542222596,4.406830318235411,107.87367175431282,233.49847509281264,9378.975506457231
0.078,11,500.0,400.0,0.003,60,0.08,0.1,0.008,44.0,3.0,3230.3406456586126,105.38359833206361,101.94486644791797,90.76412238381268,4.406671428425701,35.888704644205795,567.229694958034,9379.260224412283
0.08,11,550.0,400.0,0.0035,62,0.08,0.1,0.01,40.0,4.0,4671.832349521839,104.4882938978472,97.71634101843424,87.26411016737919,4.520815755717722,144.67135403357636,121.1213934333768,9379.36346607504
0.078,11,500.0,400.0,0.003,62,0.08,0.08,0.004,46.0,6.0,2929.7606525095416,104.95947674315651,102.13357333067772,92.52484767125276,4.4066714284253905,7.817856205221712,658.3345467077264,9379.411799736683
0.079,11,550.0,400.0,0.0035,60,0.08,0.08,0.006,44.0,4.0,3532.2355432926497,104.62836267718644,100.78543867230113,89.92070263394204,4.463816867475545,55.175335277946985,470.5622755211284,9379.475075545284
0.08,10,550.0,375.0,0.0035,60,0.08,0.08,0.004,44.0,6.0,3182.235801981353,104.89154069611513,101.84475044153177,90.96025495533871,4.561549761922179,31.92354994482191,574.9438257033266,9379.590729463764
0.078,10,550.0,400.0,0.003,62,0.07,0.1,0.004,46.0,6.0,3709.378023900267,103.55284928336856,99.92982070027534,90.06340851058226,4.4066714284253905,48.34951650304797,433.0669185195481,9379.599881574448
0.078,10,500.0,375.0,0.0035,62,0.07,0.08,0.004,42.0,3.0,2173.1196628532575,106.43200208036433,106.04090508299653,97.2229777488096,4.446526425685726,31.162219781143072,817.6954287585788,9379.729585994808
0.078,10,550.0,375.0,0.0035,60,0.07,0.08,0.004,46.0,3.0,2614.0271828263767,105.06889253163648,103.91104989997893,93.89976223087217,4.446526425685726,0.08170760575546443,744.2750799850556,9379.83606532178
0.079,10,500.0,400.0,0.003,62,0.07,0.08,0.01,42.0,5.0,4934.386426346606,104.40703932785982,96.28594997729597,88.41129061392117,4.463655896520535,88.54792630962328,141.02657539133486,9379.970409983609
0.08,10,550.0,400.0,0.003,60,0.08,0.1,0.008,42.0,3.0,3800.0338389542617,104.53487482168654,100.56432478907607,88.59144297121549,4.520652702501038,98.27886208580682,361.6764677498415,9379.982700898421
0.078,10,550.0,400.0,0.0035,62,0.08,0.08,0.006,42.0,6.0,4638.73115665492,103.04609468821519,97.47870994748112,88.07965076577516,4.406830318177013,108.26068787393747,162.2727911539717,9380.007126260567
0.078,11,525.0,375.0,0.003,60,0.08,0.08,0.004,44.0,4.0,2639.6967418441445,105.38969905592893,104.00181862272605,93.22007492308762,4.446377438062865,2.987974159785244,735.0384303241563,9380.117339685738
0.079,10,500.0,375.0,0.0035,60,0.08,0.1,0.01,40.0,5.0,4842.2467892558125,104.72338275709402,97.36609405826422,87.35773782726145,4.504031799288821,135.0007209792986,106.94860596351835,9380.156896844965
0.08,10,525.0,400.0,0.003,60,0.08,0.1,0.006,40.0,6.0,4396.420042467028,103.95013726020893,98.80824009994153,87.55562964562581,4.520652701954142,133.35199820448042,190.66183354002337,9380.278433941012
0.079,10,500.0,375.0,0.003,60,0.08,0.1,0.004,42.0,4.0,2525.7820458331958,105.69581345959854,105.04722027641189,93.49075803613519,4.5038808598588,1.9197272767484996,766.7226148539588,9380.311404680866
0.08,10,525.0,375.0,0.0035,60,0.08,0.08,0.006,44.0,5.0,3257.577975365174,105.54673892268313,101.37348502949658,90.98324655089785,4.561549761925887,30.341832817415707,566.4804729439085,9380.426316350957
0.079,11,500.0,375.0,0.003,60,0.07,0.1,0.01,44.0,3.0,3045.2609872246717,106.4801603718943,101.97473988911361,92.05615799758884,4.5038808598588,11.642901506789467,644.4654396836918,9380.550645548232
0.079,11,500.0,375.0,0.0035,62,0.08,0.08,0.004,44.0,6.0,2502.9443316114443,105.85301062078196,103.84652569970714,94.35828808880906,4.5040317992851575,0.14537929297294128,768.3456117736959,9380.634492311046
0.08,10,550.0,375.0,0.0035,60,0.07,0.1,0.006,44.0,3.0,2826.774234199449,105.60519094824114,103.25442672688561,92.35820862720877,4.561549761925887,9.60586122199648,687.836408836062,9380.641893627799
0.079,10,500.0,375.0,0.003,60,0.07,0.08,0.004,44.0,5.0,2497.9786717595125,105.70396599358521,104.11924170350521,94.59644111071334,4.5038808598588,1.0177896479679656,771.8018226132139,9380.698429952092
0.078,11,550.0,400.0,0.003,60,0.07,0.08,0.006,46.0,3.0,3213.0943201497316,104.55747499936284,101.55971051741975,91.45705697818711,4.406671428425701,20.40767038594197,583.3561131567743,9380.72220861214
0.079,10,550.0,375.0,0.003,60,0.08,0.1,0.006,42.0,5.0,4005.269974696087,104.26203776785593,99.78539805344391,88.40401077325531,4.5038808598588,102.18940925571599,312.15980107631754,9380.795086958962
0.078,11,500.0,400.0,0.0035,60,0.08,0.1,0.006,44.0,3.0,2795.1716262491786,105.54176061994713,103.64543708940678,92.34044259223118,4.406830318235411,10.862062568228291,694.2659993790237,9380.832692661677
0.078,10,550.0,375.0,0.003,60,0.08,0.1,0.006,42.0,5.0,4151.113322103117,103.83817621084538,99.38913907437728,88.21177306493149,4.446377438062865,107.95814377369649,272.34492965509446,9380.837940417787
0.08,11,525.0,400.0,0.0035,60,0.07,0.1,0.008,44.0,3.0,3087.0962253830116,105.81177611342719,102.11356134980504,91.51403033163166,4.520815755717722,20.1512190817062,619.4738693366559,9381.049621699014
0.078,11,525.0,400.0,0.0035,60,0.07,0.1,0.008,44.0,4.0,3928.694291420262,104.64492723522953,99.41448214694444,89.52513765486397,4.406830318235411,60.15764773018465,385.24821916469,9381.123645386928
0.08,10,550.0,400.0,0.003,62,0.07,0.1,0.006,44.0,5.0,3917.472365134161,104.29555842861974,99.31138524767243,89.34699811079912,4.520652702501038,67.74281616663959,370.3154597174066,9381.176481547918
0.078,10,550.0,400.0,0.0035,62,0.07,0.1,0.006,46.0,4.0,3613.3656586640714,104.03062582842476,100.13993154979123,90.44438723837342,4.406830318235411,39.213133169229806,469.9581096271499,9381.178452024073
0.078,11,500.0,400.0,0.003,60,0.08,0.1,0.004,44.0,6.0,3226.5731135146184,104.67343804578617,101.96437958397772,90.76986330462408,4.406671428421949,35.77348099481434,562.0245368068396,9381.238334405753
0.078,10,500.0,400.0,0.003,60,0.07,0.08,0.006,46.0,4.0,3089.149085158102,105.0462551334221,101.66326726260363,92.33460062246577,4.406671428425701,8.064862463071977,629.9905052309599,9381.246740571387
0.078,11,525.0,400.0,0.003,60,0.08,0.1,0.006,44.0,3.0,3154.0835226855893,104.89254808454059,102.45016820754577,90.78526674742886,4.406671428425701,36.67203863646979,579.1963345110569,9381.428288588362
0.08,10,525.0,375.0,0.003,62,0.08,0.1,0.004,44.0,6.0,2905.2211452833862,105.31750257277842,102.70909352925261,91.87544209241851,4.561396869628864,17.443106146405327,654.2313160149815,9381.43568826352
0.078,10,525.0,400.0,0.0035,62,0.08,0.1,0.008,44.0,4.0,3995.0799863686716,104.26606214014042,99.22491655093242,89.12738049229888,4.406830318235411,76.16335153060352,345.63464869912093,9381.65582343617
0.078,11,500.0,400.0,0.003,62,0.07,0.1,0.01,44.0,4.0,4136.708274612507,104.99048095534823,98.36552032875372,89.56202692376097,4.406671428425701,57.72772109064829,346.03132234452664,9381.680584285667
0.08,11,550.0,400.0,0.0035,60,0.07,0.1,0.006,44.0,3.0,3017.9239814408998,105.30548548908506,102.59549558500878,91.50486922082099,4.520815755717722,21.234610822399436,629.2057624050226,9381.744208783548
0.079,11,525.0,400.0,0.0035,60,0.07,0.1,0.01,44.0,3.0,3628.7434836747934,105.34122500283617,100.28091415599674,90.12425192213264,4.463816867475545,46.04603768414711,470.0752199079953,9381.817621986975
